id,name,lga_id,status,created_at,updated_at,deleted_at
4417,LAUSU,395,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4418,RANO,395,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4419,RURUM SABON-GARI,395,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4420,RURUM TSOHON-GARI,395,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4421,SAJI,395,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4422,ZINYAU,395,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4423,ZURGU,395,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4424,BUTU-BUTU,396,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4425,DAWAKIN GULU,396,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4426,DOKA DAWA,396,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4427,DUGURAWA,396,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4428,GULU,396,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4429,JILI,396,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4430,KAROFIN YASHI,396,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4431,RIMIN GADO,396,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4432,SAKARATSA,396,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4433,TAMAWA,396,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4434,YALWAN DANZIYAL,396,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4435,ZANGO DAN ABDU,396,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4436,BELI,397,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4437,FULATAN,397,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4438,GWANGWAN,397,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4439,JAJAYE,397,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4440,ROGO RUMA,397,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4441,ROGO SABON GARI,397,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4442,RUWAN BAGO,397,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4443,ZAREWA,397,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4444,ZOZA,397,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4445,ALAJAWA,398,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4446,DUTSEN-BAKOSHI,398,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4447,FARURUWA,398,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4448,KADAMU,398,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4449,KOKIYA,398,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4450,LENI,398,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4451,SHAKOGI,398,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4452,SHANONO,398,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4453,TSAURE,398,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4454,GALA,399,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4455,GANI,399,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4456,GARFA,399,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4457,GEDIYA,399,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4458,KANAWA,399,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4459,MAGAMI,399,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4460,RIMI,399,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4461,RUMO,399,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4462,SITTI,399,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4463,SUMAILA,399,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4464,BAGWARO,400,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4465,DURBUNDE,400,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4466,FAJEWA,400,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4467,FALALI,400,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4468,KACHAKO,400,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4469,KUKA,400,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4470,TAKAI,400,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4471,ZUGA,400,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4472,BABBAN GIJI,401,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4473,DARMANAWA,401,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4474,DAURAWA,401,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4475,GYADI-GYADI AREWA,401,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4476,GYADI-GYADI KUDU,401,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4477,HOTORO (NNPC),401,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4478,KAUYEN  ALU,401,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4479,UNGUWAR GANO,401,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4480,UNGUWA  UKU,401,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4481,DINDERE,402,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4482,GAJIDA,402,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4483,GINSAWA,402,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4484,JAUBEN KUDU,402,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4485,JANGUZA,402,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4486,LAMBU,402,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4487,LANGEL,402,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4488,YALWA KARAMA,402,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4489,YANOKO,402,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4490,YARIMAWA,402,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4491,DADDARAWA,403,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4492,DUNBULUN,403,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4493,GOZAKI,403,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4494,GURUN,403,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4495,KABAGIWA,403,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4496,TATSAN,403,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4497,TSANYAWA,403,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4498,YANGANAU,403,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4499,YANKAMAYE,403,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4500,ZAROGI,403,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4501,BABURI,404,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4502,BURUMBURUM,404,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4503,DALAWA,404,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4504,JANDUTSE,404,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4505,JITA,404,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4506,KAREFA,404,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4507,NATA'ALA,404,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4508,SABON GARI,404,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4509,TSOHOGARI,404,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4510,YARYASA,404,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4511,BACHIRAWA,405,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4512,GAYAWA,405,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4513,KARO,405,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4514,PANISAU,405,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4515,RANGAZA,405,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4516,RIJIYAR ZAKI,405,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4517,TUDUN FULANI,405,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4518,UNGOGO,405,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4519,YADAKUNYA,405,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4520,AMARAWA,406,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4521,DANLASAN,406,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4522,GARIN DAU,406,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4523,GOGEL,406,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4524,IMAWA,406,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4525,JEMAGU,406,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4526,J/GALADIMA,406,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4527,KATARKAWA,406,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4528,MADARI MATA,406,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4529,TAMBURAWAR GABAS,406,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4530,TANGAR,406,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4531,WARAWA,406,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4532,'YAN DALLA,406,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4533,'YANGIZO,406,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4534,ACHIKA,407,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4535,DAGUMAWA,407,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4536,DANKAZA,407,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4537,DARKI,407,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4538,INDABO,407,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4539,KAUSANI,407,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4540,LAJAWA,407,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4541,UTAI,407,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4542,WUDIL,407,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4543,BAKORI A,408,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4544,BAKORI B,408,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4545,KURAMI/YANKWANI,408,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4546,DAWAN MUSA,408,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4547,TSIGA,408,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4548,KABOMO,408,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4549,BARDE/KWANTAKWARAN,408,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4550,JARGABA,408,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4551,KAKUMI,408,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4552,GUGA,408,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4553,KANDARAWA,408,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4554,BATAGARAWA A,409,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4555,BATAGARAWA B,409,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4556,DANDAGORO,409,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4557,AJIWA,409,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4558,TSANNI,409,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4559,JINO,409,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4560,BARAWA,409,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4561,BAKIYAWA,409,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4562,KAYAUKI,409,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4563,YARGAMJI,409,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4564,BATSARI,410,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4565,MANAWA,410,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4566,WAGINI,410,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4567,ABADAU/KAGARA,410,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4568,YAUYAU/MALLAMAWA,410,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4569,KANDAWA,410,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4570,DAN. ALH/YANGAIYA,410,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4571,RUMA,410,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4572,DARINI/MAGAJI/ABU,410,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4573,KARARE,410,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4574,MADOGARA,410,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4575,YANMAULU,411,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4576,BABBAN MUTUM,411,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4577,TARAMNAWA/BARE,411,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4578,MUDURI,411,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4579,BAURE,411,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4580,UNGUWAR RAI,411,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4581,KAGARA/FASKI,411,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4582,MAI BARA,411,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4583,HUI,411,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4584,AGALA,411,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4585,KAMRI,412,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4586,BINDAWA,412,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4587,TAMA/DAYE,412,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4588,FARU/DALLAJI,412,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4589,SHIBDAWA,412,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4590,"JIBAWA/R,BADE",412,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4591,DORO,412,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4592,YANGORA,412,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4593,GIREMAWA,412,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4594,GAIWA,412,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4595,CHARANCHI,413,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4596,SAFANA,413,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4597,RADDA,413,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4598,MAJEN WAYYA,413,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4599,GANUWA,413,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4600,TSAKATSA,413,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4601,KODA,413,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4602,KURAYE,413,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4603,BANYE,413,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4604,MAHUTA A,414,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4605,MAHUTA B,414,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4606,MAHUTA C,414,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4607,DANDUME A,414,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4608,DANDUME B,414,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4609,TUMBURKAI A,414,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4610,TUMBURKAI B,414,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4611,DANTANKARI,414,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4612,MAGAJI WANDO A,414,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4613,MAGAJI WANDO B,414,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4614,JIBA,415,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4615,TANDAMA,415,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4616,DANJA A,415,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4617,DANJA B,415,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4618,TSANGAMAWA,415,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4619,DABAI,415,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4620,YAKAJI A,415,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4621,YAKAJI B,415,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4622,KAHUTU A,415,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4623,KAHUTU B,415,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4624,MARA,416,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4625,DAN ALKIMA,416,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4626,DAN MUSA A,416,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4627,DAN MUSA B,416,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4628,DAN ALI,416,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4629,MAI DABINO A,416,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4630,MAI DABINO B,416,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4631,DANDIRE A,416,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4632,DANDIRE 'B',416,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4633,YAN-TUMAKI A,416,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4634,YAN-TUMAKI B,416,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4635,SARKIN YARA A,417,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4636,SARKIN YARA B,417,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4637,UBANDAWAKI A,417,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4638,UNBADAWAKI B,417,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4639,KUSUGU,417,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4640,MAZOJI A,417,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4641,MAZOJI B,417,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4642,MADOBI A,417,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4643,MADOBI B,417,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4644,DAN AUNAI,418,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4645,RUWANKAYA A,418,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4646,RUWANKAYA B,418,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4647,DUTSI A,418,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4648,DUTSI B,418,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4649,YAMEL A,418,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4650,YAMEL B,418,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4651,SIRIKA A,418,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4652,SIRIKA B,418,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4653,KAYAWA,418,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4654,DUTSIN-MA A,419,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4655,DUTSIN-MA B,419,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4656,SHEMA,419,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4657,KAROFI A,419,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4658,KAROFI B,419,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4659,KUKI A,419,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4660,KUKI B,419,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4661,KUTAWA,419,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4662,BAGAGADI,419,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4663,DABAWA,419,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4664,YANKARA,420,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4665,SHEME,420,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4666,MAIRUWA,420,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4667,DAUDAWA,420,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4668,TAFOKI,420,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4669,RUWAN GODIYA,420,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4670,YARMALAMAI,420,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4671,FASKARI,420,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4672,SABONLAYI/GALADIMA,420,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4673,MAIGORA,420,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4674,DANDUTSE,421,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4675,UNGUWAR RABIU,421,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4676,UNG IBRAHIM,421,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4677,UNGUWAR MUSA,421,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4678,DUKKE,421,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4679,GOYA,421,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4680,MAI GAMJI,421,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4681,MASKA,421,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4682,TUDUN IYA,421,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4683,DUGUL,422,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4684,YANDOMA,422,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4685,INGAWA,422,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4686,AGAYAWA,422,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4687,JOBE/KANDAWA,422,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4688,KURFEJI/YANKAURA,422,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4689,MANOMAWA/KAFI,422,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4690,BIDORE/YAYA,422,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4691,BARERUWA/RURUMA,422,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4692,DAUNAKA/B.KWARI,422,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4693,DARA,422,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4694,FARFARU,423,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4695,YANGAIYA,423,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4696,JIBIA A,423,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4697,JIBIA B,423,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4698,MAZANYA/MAGAMA,423,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4699,G/BAURE/MALLAMAWA,423,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4700,FARU,423,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4701,BUGAJE,423,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4702,RIKO,423,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4703,KUSA,423,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4704,YARTALATA/RIGOJI,424,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4705,DUTSIN KURA/KANYA,424,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4706,MASARI,424,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4707,YARI BORI,424,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4708,SABUWAR KASA,424,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4709,DANTUTTURE,424,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4710,MAHUTA,424,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4711,GAMZAGO,424,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4712,YANDAKI,425,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4713,DANKABA,425,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4714,ABDALLAWA,425,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4715,BAAWA,425,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4716,GAFIYA,425,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4717,GIRKA,425,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4718,KAITA,425,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4719,YANHOHO,425,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4720,DANKAMA,425,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4721,MATSAI,425,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4722,GATAKAWA S/GARI/MABAI,426,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4723,ZANGO/ZABARO,426,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4724,PAUWA A&B,426,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4725,KUKASHEKA,426,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4726,HURYA,426,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4727,KANKARA A&B,426,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4728,GARAGI,426,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4729,BURDUGAU,426,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4730,WAWAR KAZA,426,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4731,DAN MURABU,426,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4732,DAN'MAIDAKI,426,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4733,GALADIMA 'A',427,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4734,GALADIMA 'B',427,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4735,KAFINSOLI,427,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4736,TAFASHIYA/NASARAWA,427,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4737,KUNDURU/GYAZA,427,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4738,KAFIN DANGI/FAKUWA,427,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4739,SUKUNTUNI,427,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4740,RIMAYE,427,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4741,GACHI,427,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4742,MAGAM/TSA,427,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4743,WAKILIN GABAS I,428,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4744,WAKILIN GABAS II,428,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4745,KANGIWA,428,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4746,WAKILIN YAMMA 1,428,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
4747,WAKILIN YAMMA 1I,428,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
