id,name,lga_id,status,created_at,updated_at,deleted_at
1159,BAMBAL,100,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1160,GADAU,100,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1161,KASHURI,100,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1162,ZUBUKI,100,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1163,JAMA'ARE 'A',101,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1164,JAMA'ARE 'B',101,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1165,JAMA'ARE 'C',101,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1166,JAMA'ARE 'D',101,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1167,DOGON JEJI 'A',101,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1168,DOGON JEJI 'B',101,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1169,DOGON JEJI 'C',101,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1170,HANAFARI,101,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1171,GALDIMARI,101,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1172,JURARA,101,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1173,TSAKUWA KOFAR GABAS/ KOFAR KUKA,102,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1174,NASARAWA BAKIN KASUWA,102,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1175,MADANGALA,102,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1176,MADARA,102,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1177,BUSKURI,102,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1178,RAGWAM/MAGONSHI,102,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1179,GAMBAKI/BIDIR,102,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1180,CHINADE,102,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1181,BULKACHUWA/DAGARO,102,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1182,YAYU,102,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1183,MADACHI/GANGAI,102,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1184,BADARA,103,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1185,BARA,103,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1186,BENI 'A',103,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1187,BENI 'B',103,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1188,DEWU CENTRAL,103,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1189,DEWU EAST,103,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1190,KIRFI,103,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1191,SHANGO,103,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1192,TUBULE,103,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1193,WANKA,103,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1194,ZADAWA,104,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1195,JARKASA,104,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1196,KUKADI/GUNDARI,104,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1197,AJILIN/GUGULIN,104,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1198,TOFU,104,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1199,HARDAWA,104,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1200,SARMA/AKUYAM,104,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1201,SIRKO,104,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1202,NINGI,105,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1203,DINGIS,105,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1204,NASARU,105,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1205,JANGU,105,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1206,BALMA,105,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1207,KUDU / YAMMA,105,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1208,TIFFI / GUDA,105,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1209,BURRA / KYATA,105,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1210,SAMA,105,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1211,BASHE,105,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1212,KURMI,105,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1213,ANDUBUN,106,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1214,SAMBUWAL,106,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1215,BUKUL/BANGIRE,106,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1216,DISINA,106,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1217,FAGGO,106,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1218,BELI/GAGIDABA,106,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1219,KILBORI,106,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1220,SHIRA,106,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1221,TSAFI,106,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1222,TUMFAFI,106,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1223,ZUBO,106,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1224,KARDAM 'A',107,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1225,KARDAM 'B',107,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1226,LERE NORTH,107,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1227,LERE  SOUTH,107,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1228,TAPSHIN,107,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1229,WAI,107,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1230,BALL,107,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1231,BULA,107,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1232,DAJIN,107,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1233,DULL,107,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1234,BUNUNU,107,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1235,TORO / TULAI,108,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1236,TILDEN FULANI,108,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1237,RIBINA,108,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1238,MARA / PALAMA,108,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1239,RAUTA / GEJI,108,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1240,JAMA'A / ZARANDA,108,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1241,LAME,108,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1242,WONU,108,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1243,ZALAU / RISHI,108,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1244,TAMA,108,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1245,RAHAMA,108,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1246,BAIMA NORTH / WEST,109,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1247,BAIMA  SOUTH/EAST,109,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1248,DAGU EAST,109,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1249,DAGU WEST,109,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1250,GABANGA,109,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1251,KATANGA,109,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1252,RANGA,109,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1253,TIYIN,109,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1254,TUDUN WADA EAST,109,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1255,TUDUN WADA WEST,109,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1256,BURSALI,110,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1257,KATAGUM,110,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1258,TASHENA / GADAI,110,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1259,MAKAWA,110,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1260,SAKWA,110,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1261,GUMAI,110,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1262,MURMUR NORTH,110,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1263,MURMUR  SOUTH,110,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1264,ALANGAWARI / KAFIN / LARABAWA,110,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1265,MAIWA,110,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1266,MAINAKO,110,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1267,BRASS 1,111,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1268,BRASS WARD II,111,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1269,EWOAMA/FANTUO,111,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1270,OKPOAMA,111,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1271,ODIOMA/DIEMA,111,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1272,CAPE FARMOSA,111,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1273,KONGHO,111,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1274,OGINIBIRI,111,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1275,MINIBIE,111,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1276,SANGANA,111,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1277,TARAKIRI,112,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1278,OYIAKIRI I,112,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1279,OYIAKIRI II,112,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1280,OYIAKIRI III,112,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1281,OYIAKIRI IV,112,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1282,OPOROMOR I,112,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1283,OPOROMOR II,112,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1284,OPOROMOR III,112,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1285,OPOROMOR IV,112,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1286,OPOROMOR V,112,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1287,EDUWINI I,112,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1288,EDUWINI II,112,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1289,ODI (NORTH) I,113,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1290,ODI (CENTRAL) II,113,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1291,ODI (SOUTH) III,113,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1292,KAIAMA,113,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1293,KAIAMA/OLOBIRI,113,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1294,SAMPOU/KALAMA,113,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1295,OPOKUMA NORTH,113,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1296,OPOKUMASOUTH,113,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1297,SEIBOKOROGHA (SABAGREIA) 1,113,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1298,OKOLOBA (SABAGREIA) II,113,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1299,IGBEDI,113,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1300,OGBOLOMABIRI 1,114,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1301,OGBOLOMABIRI 11,114,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1302,OGBOLOMABIRI 111,114,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1303,BASSAMBIRI 1,114,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1304,BASSAMBIRI 11,114,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1305,BASSAMBIRI 111,114,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1306,BASSAMBIRI 1V,114,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1307,IGBETA-EWOAMA/FANTUO,114,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1308,OKOROMA 1,114,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1309,OKOROMA 11,114,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1310,MINI,114,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1311,IKENSI,114,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1312,OLUASIRI,114,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1313,OGBIA,115,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1314,OTUOKPOTI,115,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1315,OLOGI,115,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1316,ANYAMA,115,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1317,OKODI,115,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1318,OTUASEGA,115,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1319,EMEYAL,115,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1320,IMIRINGI,115,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1321,KOLO,115,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1322,OLOIBIRI,115,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1323,OPUME,115,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1324,OTAKEME,115,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1325,OTUABULA,115,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1326,AGBERE,116,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1327,ANGALABIRI,116,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1328,OFONI I,116,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1329,OFONI II,116,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1330,EBEDEBIRI,116,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1331,OSSIAMA,116,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1332,ASAMABIRI,116,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1333,ODONI,116,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1334,TROFANI,116,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1335,SAGBAMA,116,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1336,AGORO,116,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1337,TORU-EBENI,116,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1338,ADAGBABIRI,116,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1339,OSEKWENIKE,116,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1340,OPOROMA 1,117,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1341,OPOROMA   II,117,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1342,OLODIAMA  I,117,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1343,OLODIAMA  II,117,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1344,OTUAN,117,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1345,WEST BOMO,117,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1346,CENTRAL BOMO I,117,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1347,CENTRAL BOMO II,117,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1348,AMASSOMA  I,117,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1349,AMASSOMA  II,117,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1350,AMASSOMA III,117,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1351,EAST BOMO I,117,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1352,EAST BOMO II,117,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1353,FOROPA,117,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1354,APOI,117,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1355,UKUBIE,117,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1356,KOLUAMA,117,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1357,ATTISSA I,118,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1358,ATTISSA II,118,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1359,ATTISSA III,118,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1360,EPIE I,118,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1361,EPIE 11,118,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1362,EPIE III,118,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1363,GBARAIN I,118,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1364,GBARAIN II,118,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1365,GBARAIN III,118,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1366,EKPETIAMA I,118,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1367,EKPETIAMA 11,118,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1368,BISENI 1,118,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1369,BISENI 11,118,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1370,OKORDIA,118,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1371,ZARAMA,118,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1372,AKPOGE/OGBILOLO,119,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1373,APA,119,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1374,EKILE,119,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1375,IGUMALE I,119,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1376,IGUMALE II,119,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1377,IJIGBAN,119,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1378,OGEGE,119,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1379,ROYONGO,119,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1380,UKWONYO,119,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1381,ULAYI,119,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1382,EGBA,120,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1383,ENUNGBA,120,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1384,OBAGAJI,120,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1385,ODUGBEHO,120,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1386,OGBAULU,120,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1387,OGWULE-KADUNA,120,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1388,OGWULE OGBAULU,120,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1389,OKOKOLO,120,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1390,OSHIGBUDU,120,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1391,USHA,120,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1392,AKPETE/OJANTELLE,121,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1393,AUKE,121,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1394,EDIKWU I,121,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1395,EDIKWU II,121,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1396,IGAH-OKPAYA,121,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1397,IGORO,121,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1398,IKOBI,121,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1399,OBA,121,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1400,OFOKE,121,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1401,OIJI,121,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1402,UGBOKPO,121,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1403,BINEV,122,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1404,ETULO,122,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1405,MBAADE,122,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1406,MBAAKURA,122,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1407,MBAAPEN,122,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1408,MBAATIRKYAA,122,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1409,MBAAZAGEE,122,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1410,MBAIKYONGO/NYIFON,122,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1411,MBAITYOUGH,122,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1412,MBAKYAAN,122,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1413,MBAYA,122,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1414,MBAYAKA,122,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1415,SHOROV,122,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1416,GBK/CENTRAL MARKET,123,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1417,GBOKO EAST,123,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1418,GBOKO NORTH WEST,123,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1419,GBOKO SOUTH,123,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1420,IGYOROV,123,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1421,MBAANKU,123,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1422,MBAA VARAKAA,123,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1423,MBADAM,123,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1424,MBADIM,123,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1425,MBAKPER,123,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1426,MBAKWEN,123,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1427,MBATAN,123,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1428,MBATSER,123,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1429,MBATYU,123,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1430,UKPEKPE,123,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1431,YANDEV NORTH,123,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1432,YANDEV SOUTH,123,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1433,ABINSI,124,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1434,KAAMBE,124,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1435,MBABAI,124,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1436,MBADWEM,124,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1437,MBAWA,124,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1438,MBAYER/YANDEV,124,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1439,NYIEV,124,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1440,NZOROV,124,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1441,SAGHEV,124,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1442,UVIR,124,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1443,AKPACH'AYI,125,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1444,ALIADE TOWN,125,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1445,GBEMACHA,125,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1446,IKYOGBAJIR,125,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1447,IKYONOV,125,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1448,MBABUR,125,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1449,MBAIASE,125,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1450,MBAIKYU,125,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1451,MBAIKYAAN,125,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1452,MBALOM,125,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1453,MBASOMBO,125,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1454,MBAYOM,125,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1455,SHOUGH,125,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1456,UGEE,125,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1457,AVIHIJIME,126,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1458,GAAMBE - USHIN,126,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1459,GBAANGE/TONGOV,126,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1460,IKYAGHEV,126,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1461,ITYOUGHATEE/INJAHA,126,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1462,MBABUANDE,126,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1463,MBACHOHON,126,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1464,MBANYAMSHI,126,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1465,MBAPA,126,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1466,MERKYEN,126,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1467,SAGHEV/UKUSU,126,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1468,SENGEV,126,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1469,SENGEV/YENGEV,126,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1470,TIJIME,126,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1471,TSAMBE/MBASEV,126,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1472,IKURAV TIEV I,127,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1473,IKURAV TIEV II,127,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1474,IWAR(TONGOV I),127,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1475,KATSINA-ALA TOWN,127,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1476,MBACHER,127,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1477,MBAJIR,127,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1478,MBATULA/MBEREV,127,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1479,MBAYONGO,127,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1480,MICHIHE,127,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1481,TIIR(TONGOV II),127,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1482,UTANGE,127,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1483,YOOYO,127,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1484,IKYURAV/MBATWER,128,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
1485,MBAGUSA/MBATSER,128,1,2024-03-14 11:03:59,2024-03-14 11:03:59,
